year,cp,name,population,select,menor,mayor
2001,22902,Puente la Reina de Jaca,262,,,
2001,22903,San Miguel del Cinca,886,,,
2001,22904,Sotonera La,1088,,,
2001,22905,Lupiñén-Ortilla,343,,,
2001,22906,Santa María de Dulcis,222,,,
2001,22907,Aínsa-Sobrarbe,1602,,,
2001,22908,Hoz y Costeán,233,,,
2001,22909,Vencillón,468,,,
2011,22001,Abiego,273,,,
2011,22002,Abizanda,133,,,
2011,22003,Adahuesca,178,,,
2011,22004,Agüero,156,,,
2011,22006,Aísa,371,,,
2011,22007,Albalate de Cinca,1245,,,
2011,22008,Albalatillo,221,,,
2011,22009,Albelda,816,,,
2011,22011,Albero Alto,128,,,
2011,22012,Albero Bajo,113,,,
2011,22013,Alberuela de Tubo,346,,,
2011,22014,Alcalá de Gurrea,288,,,
2011,22015,Alcalá del Obispo,370,,,
2011,22016,Alcampell,747,,,
2011,22017,Alcolea de Cinca,1130,,,
2011,22018,Alcubierre,424,,,
2011,22019,Alerre,214,,,
2011,22020,Alfántega,138,,,
2011,22021,Almudévar,2538,,,
2011,22022,Almunia de San Juan,664,,,
2011,22023,Almuniente,558,,,
2011,22024,Alquézar,293,,,
2011,22025,Altorricón,1478,,,
2011,22027,Angüés,415,,,
2011,22028,Ansó,470,,,
2011,22029,Antillón,147,,,
2011,22032,Aragüés del Puerto,129,,,
2011,22035,Arén,339,,,
2011,22036,Argavieso,117,,,
2011,22037,Arguis,127,,,
2011,22039,Ayerbe,1114,,,
2011,22040,Azanuy-Alins,175,,,
2011,22041,Azara,201,,,
2011,22042,Azlor,132,,,
2011,22043,Baélls,117,,,
2011,22044,Bailo,317,,,
2011,22045,Baldellou,112,,,
2011,22046,Ballobar,945,,,
2011,22047,Banastás,284,,,
2011,22048,Barbastro,17215,,,
2011,22049,Barbués,100,,,
2011,22050,Barbuñales,107,,,
2011,22051,Bárcabo,117,,,
2011,22052,Belver de Cinca,1345,,,
2011,22053,Benabarre,1199,,,
2011,22054,Benasque,2194,,,
2011,22055,Berbegal,414,,,
2011,22057,Bielsa,501,,,
2011,22058,Bierge,251,,,
2011,22059,Biescas,1562,,,
2011,22060,Binaced,1510,,,
2011,22061,Binéfar,9424,,,
2011,22062,Bisaurri,202,,,
2011,22063,Biscarrués,223,,,
2011,22064,Blecua y Torres,217,,,
2011,22066,Boltaña,1049,,,
2011,22067,Bonansa,101,,,
2011,22068,Borau,85,,,
2011,22069,Broto,538,,,
2011,22072,Caldearenas,235,,,
2011,22074,Campo,332,,,
2011,22075,Camporrells,163,,,
2011,22076,Canal de Berdún,377,,,
2011,22077,Candasnos,400,,,
2011,22078,Canfranc,591,,,
2011,22079,Capdesaso,178,,,
2011,22080,Capella,369,,,
2011,22081,Casbas de Huesca,302,,,
2011,22082,Castejón del Puente,354,,,
2011,22083,Castejón de Monegros,612,,,
2011,22084,Castejón de Sos,782,,,
2011,22085,Castelflorite,132,,,
2011,22086,Castiello de Jaca,252,,,
2011,22087,Castigaleu,106,,,
2011,22088,Castillazuelo,189,,,
2011,22089,Castillonroy,362,,,
2011,22090,Colungo,127,,,
2011,22094,Chalamera,118,,,
2011,22095,Chía,97,,,
2011,22096,Chimillas,377,,,
2011,22099,Esplús,627,,,
2011,22102,Estada,229,,,
2011,22103,Estadilla,848,,,
2011,22105,Estopiñán del Castillo,161,,,
2011,22106,Fago,29,,,
2011,22107,Fanlo,121,,,
2011,22109,Fiscal,324,,,
2011,22110,Fonz,985,,,
2011,22111,Foradada del Toscar,209,,,
2011,22112,Fraga,14543,,,
2011,22113,Fueva La,623,,,
2011,22114,Gistaín,147,,,
2011,22115,Grado El,472,,,
2011,22116,Grañén,1995,,,
2011,22117,Graus,3526,,,
2011,22119,Gurrea de Gállego,1651,,,
2011,22122,Hoz de Jaca,72,,,
2011,22124,Huerto,263,,,
2011,22125,Huesca,52030,,,
2011,22126,Ibieca,114,,,
2011,22127,Igriés,654,,,
2011,22128,Ilche,224,,,
2011,22129,Isábena,288,,,
2011,22130,Jaca,12857,,,
2011,22131,Jasa,112,,,
2011,22133,Labuerda,153,,,
2011,22135,Laluenga,224,,,
2011,22136,Lalueza,1067,,,
2011,22137,Lanaja,1354,,,
2011,22139,Laperdiguera,103,,,
2011,22141,Lascellas-Ponzano,145,,,
2011,22142,Lascuarre,150,,,
2011,22143,Laspaúles,313,,,
2011,22144,Laspuña,293,,,
2011,22149,Loarre,364,,,
2011,22150,Loporzano,557,,,
2011,22151,Loscorrales,109,,,
2011,22155,Monesma y Cajigar,96,,,
2011,22156,Monflorite-Lascasas,307,,,
2011,22157,Montanuy,264,,,
2011,22158,Monzón,17144,,,
2011,22160,Naval,248,,,
2011,22162,Novales,168,,,
2011,22163,Nueno,556,,,
2011,22164,Olvena,53,,,
2011,22165,Ontiñena,593,,,
2011,22167,Osso de Cinca,798,,,
2011,22168,Palo,29,,,
2011,22170,Panticosa,784,,,
2011,22172,Peñalba,753,,,
2011,22173,Peñas de Riglos Las,273,,,
2011,22174,Peralta de Alcofea,598,,,
2011,22175,Peralta de Calasanz,245,,,
2011,22176,Peraltilla,202,,,
2011,22177,Perarrúa,102,,,
2011,22178,Pertusa,122,,,
2011,22181,Piracés,100,,,
2011,22182,Plan,316,,,
2011,22184,Poleñino,219,,,
2011,22186,Pozán de Vero,239,,,
2011,22187,Puebla de Castro La,428,,,
2011,22188,Puente de Montañana,131,,,
2011,22189,Puértolas,233,,,
2011,22190,Pueyo de Araguás El,152,,,
2011,22193,Pueyo de Santa Cruz,370,,,
2011,22195,Quicena,288,,,
2011,22197,Robres,606,,,
2011,22199,Sabiñánigo,10164,,,
2011,22200,Sahún,337,,,
2011,22201,Salas Altas,314,,,
2011,22202,Salas Bajas,144,,,
2011,22203,Salillas,106,,,
2011,22204,Sallent de Gállego,1522,,,
2011,22205,San Esteban de Litera,502,,,
2011,22206,Sangarrén,227,,,
2011,22207,San Juan de Plan,160,,,
2011,22208,Santa Cilia,201,,,
2011,22209,Santa Cruz de la Serós,194,,,
2011,22212,Santaliestra y San Quílez,96,,,
2011,22213,Sariñena,4396,,,
2011,22214,Secastilla,154,,,
2011,22215,Seira,152,,,
2011,22217,Sena,534,,,
2011,22218,Senés de Alcubierre,58,,,
2011,22220,Sesa,209,,,
2011,22221,Sesué,123,,,
2011,22222,Siétamo,652,,,
2011,22223,Sopeira,112,,,
2011,22225,Tamarite de Litera,3625,,,
2011,22226,Tardienta,987,,,
2011,22227,Tella-Sin,262,,,
2011,22228,Tierz,713,,,
2011,22229,Tolva,153,,,
2011,22230,Torla-Ordesa,333,,,
2011,22232,Torralba de Aragón,106,,,
2011,22233,Torre la Ribera,117,,,
2011,22234,Torrente de Cinca,1226,,,
2011,22235,Torres de Alcanadre,106,,,
2011,22236,Torres de Barbués,294,,,
2011,22239,Tramaced,94,,,
2011,22242,Valfarta,76,,,
2011,22243,Valle de Bardají,49,,,
2011,22244,Valle de Lierp,63,,,
2011,22245,Velilla de Cinca,441,,,
2011,22246,Beranuy,98,,,
2011,22247,Viacamp y Litera,45,,,
2011,22248,Vicién,117,,,
2011,22249,Villanova,149,,,
2011,22250,Villanúa,495,,,
2011,22251,Villanueva de Sigena,457,,,
2011,22252,Yebra de Basa,151,,,
2011,22253,Yésero,68,,,
2011,22254,Zaidín,1719,,,
2011,22901,Valle de Hecho,943,,,
2011,22902,Puente la Reina de Jaca,283,,,
2011,22903,San Miguel del Cinca,845,,,
2011,22904,Sotonera La,1030,,,
2011,22905,Lupiñén-Ortilla,380,,,
2011,22906,Santa María de Dulcis,220,,,
2011,22907,Aínsa-Sobrarbe,2179,,,
2011,22908,Hoz y Costeán,206,,,
2011,22909,Vencillón,459,,,
2018,22001,Abiego,237,,,
2018,22002,Abizanda,151,,,
2018,22003,Adahuesca,172,,,
2018,22004,Agüero,130,,,
2018,22006,Aísa,321,,,
2018,22007,Albalate de Cinca,1102,,,
2018,22008,Albalatillo,181,,,
2018,22009,Albelda,721,,,
2018,22011,Albero Alto,105,,,
2018,22012,Albero Bajo,141,,,
2018,22013,Alberuela de Tubo,309,,,
2018,22014,Alcalá de Gurrea,246,,,
2018,22015,Alcalá del Obispo,325,,,
2018,22016,Alcampell,652,,,
2018,22017,Alcolea de Cinca,1160,,,
2018,22018,Alcubierre,363,,,
2018,22019,Alerre,201,,,
2018,22020,Alfántega,127,,,
2018,22021,Almudévar,2394,,,
2018,22022,Almunia de San Juan,654,,,
2018,22023,Almuniente,471,,,
2018,22024,Alquézar,296,,,
2018,22025,Altorricón,1409,,,
2018,22027,Angüés,367,,,
2018,22028,Ansó,431,,,
2018,22029,Antillón,149,,,
2018,22032,Aragüés del Puerto,116,,,
2018,22035,Arén,318,,,
2018,22036,Argavieso,96,,,
2018,22037,Arguis,129,,,
2018,22039,Ayerbe,1041,,,
2018,22040,Azanuy-Alins,176,,,
2018,22041,Azara,174,,,
2018,22042,Azlor,153,,,
2018,22043,Baélls,104,,,
2018,22044,Bailo,279,,,
2018,22045,Baldellou,77,,,
2018,22046,Ballobar,823,,,
2018,22047,Banastás,292,,,
2018,22048,Barbastro,16944,,,
2018,22049,Barbués,77,,,
2018,22050,Barbuñales,95,,,
2018,22051,Bárcabo,105,,,
2018,22052,Belver de Cinca,1292,,,
2018,22053,Benabarre,1107,,,
2018,22054,Benasque,2157,,,
2018,22055,Berbegal,345,,,
2018,22057,Bielsa,476,,,
2018,22058,Bierge,231,,,
2018,22059,Biescas,1479,,,
2018,22060,Binaced,1555,,,
2018,22061,Binéfar,9435,,,
2018,22062,Bisaurri,181,,,
2018,22063,Biscarrués,189,,,
2018,22064,Blecua y Torres,183,,,
2018,22066,Boltaña,986,,,
2018,22067,Bonansa,86,,,
2018,22068,Borau,80,,,
2018,22069,Broto,531,,,
2018,22072,Caldearenas,218,,,
2018,22074,Campo,323,,,
2018,22075,Camporrells,137,,,
2018,22076,Canal de Berdún,321,,,
2018,22077,Candasnos,317,,,
2018,22078,Canfranc,532,,,
2018,22079,Capdesaso,174,,,
2018,22080,Capella,354,,,
2018,22081,Casbas de Huesca,269,,,
2018,22082,Castejón del Puente,315,,,
2018,22083,Castejón de Monegros,531,,,
2018,22084,Castejón de Sos,753,,,
2018,22085,Castelflorite,108,,,
2018,22086,Castiello de Jaca,267,,,
2018,22087,Castigaleu,86,,,
2018,22088,Castillazuelo,169,,,
2018,22089,Castillonroy,312,,,
2018,22090,Colungo,114,,,
2018,22094,Chalamera,108,,,
2018,22095,Chía,86,,,
2018,22096,Chimillas,391,,,
2018,22099,Esplús,541,,,
2018,22102,Estada,204,,,
2018,22103,Estadilla,794,,,
2018,22105,Estopiñán del Castillo,126,,,
2018,22106,Fago,23,,,
2018,22107,Fanlo,97,,,
2018,22109,Fiscal,327,,,
2018,22110,Fonz,870,,,
2018,22111,Foradada del Toscar,173,,,
2018,22112,Fraga,14979,,,
2018,22113,Fueva La,597,,,
2018,22114,Gistaín,149,,,
2018,22115,Grado El,426,,,
2018,22116,Grañén,1753,,,
2018,22117,Graus,3305,,,
2018,22119,Gurrea de Gállego,1476,,,
2018,22122,Hoz de Jaca,76,,,
2018,22124,Huerto,218,,,
2018,22125,Huesca,52463,,,
2018,22126,Ibieca,97,,,
2018,22127,Igriés,705,,,
2018,22128,Ilche,212,,,
2018,22129,Isábena,238,,,
2018,22130,Jaca,12813,,,
2018,22131,Jasa,92,,,
2018,22133,Labuerda,162,,,
2018,22135,Laluenga,194,,,
2018,22136,Lalueza,913,,,
2018,22137,Lanaja,1202,,,
2018,22139,Laperdiguera,91,,,
2018,22141,Lascellas-Ponzano,126,,,
2018,22142,Lascuarre,136,,,
2018,22143,Laspaúles,230,,,
2018,22144,Laspuña,291,,,
2018,22149,Loarre,331,,,
2018,22150,Loporzano,522,,,
2018,22151,Loscorrales,106,,,
2018,22155,Monesma y Cajigar,73,,,
2018,22156,Monflorite-Lascasas,403,,,
2018,22157,Montanuy,215,,,
2018,22158,Monzón,17061,,,
2018,22160,Naval,269,,,
2018,22162,Novales,155,,,
2018,22163,Nueno,532,,,
2018,22164,Olvena,50,,,
2018,22165,Ontiñena,533,,,
2018,22167,Osso de Cinca,687,,,
2018,22168,Palo,27,,,
2018,22170,Panticosa,786,,,
2018,22172,Peñalba,622,,,
2018,22173,Peñas de Riglos Las,251,,,
2018,22174,Peralta de Alcofea,562,,,
2018,22175,Peralta de Calasanz,219,,,
2018,22176,Peraltilla,199,,,
2018,22177,Perarrúa,109,,,
2018,22178,Pertusa,110,,,
2018,22181,Piracés,98,,,
2018,22182,Plan,287,,,
2018,22184,Poleñino,200,,,
2018,22186,Pozán de Vero,218,,,
2018,22187,Puebla de Castro La,372,,,
2018,22188,Puente de Montañana,93,,,
2018,22189,Puértolas,215,,,
2018,22190,Pueyo de Araguás El,154,,,
2018,22193,Pueyo de Santa Cruz,314,,,
2018,22195,Quicena,283,,,
2018,22197,Robres,541,,,
2018,22199,Sabiñánigo,9245,,,
2018,22200,Sahún,294,,,
2018,22201,Salas Altas,308,,,
2018,22202,Salas Bajas,167,,,
2018,22203,Salillas,96,,,
2018,22204,Sallent de Gállego,1463,,,
2018,22205,San Esteban de Litera,506,,,
2018,22206,Sangarrén,219,,,
2018,22207,San Juan de Plan,152,,,
2018,22208,Santa Cilia,231,,,
2018,22209,Santa Cruz de la Serós,180,,,
2018,22212,Santaliestra y San Quílez,81,,,
2018,22213,Sariñena,4168,,,
2018,22214,Secastilla,146,,,
2018,22215,Seira,150,,,
2018,22217,Sena,489,,,
2018,22218,Senés de Alcubierre,41,,,
2018,22220,Sesa,167,,,
2018,22221,Sesué,127,,,
2018,22222,Siétamo,664,,,
2018,22223,Sopeira,94,,,
2018,22225,Tamarite de Litera,3528,,,
2018,22226,Tardienta,952,,,
2018,22227,Tella-Sin,226,,,
2018,22228,Tierz,758,,,
2018,22229,Tolva,123,,,
2018,22230,Torla-Ordesa,298,,,
2018,22232,Torralba de Aragón,103,,,
2018,22233,Torre la Ribera,102,,,
2018,22234,Torrente de Cinca,1148,,,
2018,22235,Torres de Alcanadre,92,,,
2018,22236,Torres de Barbués,266,,,
2018,22239,Tramaced,99,,,
2018,22242,Valfarta,69,,,
2018,22243,Valle de Bardají,34,,,
2018,22244,Valle de Lierp,46,,,
2018,22245,Velilla de Cinca,463,,,
2018,22246,Beranuy,78,,,
2018,22247,Viacamp y Litera,36,,,
2018,22248,Vicién,116,,,
2018,22249,Villanova,159,,,
2018,22250,Villanúa,447,,,
2018,22251,Villanueva de Sigena,394,,,
2018,22252,Yebra de Basa,147,,,
2018,22253,Yésero,60,,,
2018,22254,Zaidín,1774,,,
2018,22901,Valle de Hecho,839,,,
2018,22902,Puente la Reina de Jaca,260,,,
2018,22903,San Miguel del Cinca,813,,,
2018,22904,Sotonera La,894,,,
2018,22905,Lupiñén-Ortilla,341,,,
2018,22906,Santa María de Dulcis,208,,,
2018,22907,Aínsa-Sobrarbe,2151,,,
2018,22908,Hoz y Costeán,226,,,
2018,22909,Vencillón,399,,,
2020,22001,Abiego,258,,,
2020,22002,Abizanda,139,,,
2020,22003,Adahuesca,180,,,
2020,22004,Agüero,125,,,
2020,22006,Aísa,313,,,
2020,22007,Albalate,1099,,,
2020,22008,Albalatillo,163,,,
2020,22009,Albelda,708,,,
2020,22011,Albero,120,,,
2020,22012,Albero,132,,,
2020,22013,Alberuela,290,,,
2020,22014,Alcalá,239,,,
2020,22015,Alcalá,298,,,
2020,22016,Alcampell,623,,,
2020,22017,Alcolea,1177,,,
2020,22018,Alcubierre,362,,,
2020,22019,Alerre,200,,,
2020,22020,Alfántega,130,,,
2020,22021,Almudévar,2377,,,
2020,22022,Almunia,666,,,
2020,22023,Almuniente,457,,,
2020,22024,Alquézar,312,,,
2020,22025,Altorricón,1420,,,
2020,22027,Angüés,353,,,
2020,22028,Ansó,386,,,
2020,22029,Antillón,135,,,
2020,22032,Aragüés,111,,,
2020,22035,Arén,95,,,
2020,22036,Argavieso,125,,,
2020,22037,Arguis,308,,,
2020,22039,Ayerbe,1017,,,
2020,22040,Azanuy,170,,,
2020,22041,Azara,157,,,
2020,22042,Azlor,138,,,
2020,22043,Baélls,2242,,,
2020,22044,Bailo,261,,,
2020,22045,Baldellou,64,,,
2020,22046,Ballobar,833,,,
2020,22047,Banastás,310,,,
2020,22048,Barbastro,17174,,,
2020,22049,Barbués,86,,,
2020,22050,Barbuñales,96,,,
2020,22051,Bárcabo,97,,,
2020,22052,Belver,1301,,,
2020,22053,Benabarre,1142,,,
2020,22054,Benasque,2184,,,
2020,22055,Berbegal,75,,,
2020,22057,Bielsa,327,,,
2020,22058,Bierge,448,,,
2020,22059,Biescas,252,,,
2020,22060,Binaced,1474,,,
2020,22061,Binéfar,1605,,,
2020,22062,Bisaurri,9742,,,
2020,22063,Biscarrués,171,,,
2020,22064,Blecua,182,,,
2020,22066,Boltaña,173,,,
2020,22067,Bonansa,1045,,,
2020,22068,Borau,87,,,
2020,22069,Broto,70,,,
2020,22072,Caldearenas,538,,,
2020,22074,Campo,102,,,
2020,22075,Camporrells,226,,,
2020,22076,Canal,436,,,
2020,22077,Candasnos,127,,,
2020,22078,Canfranc,323,,,
2020,22079,Capdesaso,419,,,
2020,22080,Capella,558,,,
2020,22081,Casbas,211,,,
2020,22082,Castejón,360,,,
2020,22083,Castejón,275,,,
2020,22084,Castejón,510,,,
2020,22085,Castelflorite,764,,,
2020,22086,Castiello,312,,,
2020,22087,Castigaleu,103,,,
2020,22088,Castillazuelo,221,,,
2020,22089,Castillonroy,79,,,
2020,22090,Colungo,153,,,
2020,22094,Chalamera,318,,,
2020,22095,Chía,113,,,
2020,22096,Chimillas,402,,,
2020,22099,Esplús,83,,,
2020,22102,Estada,117,,,
2020,22103,Estadilla,632,,,
2020,22105,Estopiñán,199,,,
2020,22106,Fago,796,,,
2020,22107,Fanlo,121,,,
2020,22109,Fiscal,20,,,
2020,22110,Fonz,100,,,
2020,22111,Foradada,331,,,
2020,22112,Fraga,851,,,
2020,22113,Fueva,162,,,
2020,22114,Gistaín,15353,,,
2020,22115,Grado,2020,600,,,
2020,22116,Grañén,147,,,
2020,22117,Graus,2020,395,,,
2020,22119,Gurrea,3365,,,
2020,22122,Hoz,1738,,,
2020,22124,Huerto,1476,,,
2020,22125,Huesca,73,,,
2020,22126,Ibieca,221,,,
2020,22127,Igriés,213,,,
2020,22128,Ilche,53956,,,
2020,22129,Isábena,100,,,
2020,22130,Jaca,695,,,
2020,22131,Jasa,197,,,
2020,22133,Labuerda,231,,,
2020,22135,Laluenga,13129,,,
2020,22136,Lalueza,96,,,
2020,22137,Lanaja,155,,,
2020,22139,Laperdiguera,191,,,
2020,22141,Lascellas,892,,,
2020,22142,Lascuarre,1163,,,
2020,22143,Laspaúles,92,,,
2020,22144,Laspuña,130,,,
2020,22149,Loarre,139,,,
2020,22150,Loporzano,205,,,
2020,22151,Loscorrales,297,,,
2020,22155,Monesma,323,,,
2020,22156,Monflorite,514,,,
2020,22157,Montanuy,93,,,
2020,22158,Monzón,335,,,
2020,22160,Naval,72,,,
2020,22162,Novales,405,,,
2020,22163,Nueno,210,,,
2020,22164,Olvena,17469,,,
2020,22165,Ontiñena,265,,,
2020,22167,Osso,152,,,
2020,22168,Palo,546,,,
2020,22170,Panticosa,56,,,
2020,22172,Peñalba,508,,,
2020,22173,Peñas,678,,,
2020,22174,Peralta,26,,,
2020,22175,Peralta,800,,,
2020,22176,Peraltilla,563,,,
2020,22177,Perarrúa,210,,,
2020,22178,Pertusa,209,,,
2020,22181,Piracés,106,,,
2020,22182,Plan,120,,,
2020,22184,Poleñino,644,,,
2020,22186,Pozán,2020,247,,,
2020,22187,Puebla,100,,,
2020,22188,Puente,273,,,
2020,22189,Puértolas,210,,,
2020,22190,Pueyo,214,,,
2020,22193,Pueyo,2020,377,,,
2020,22195,Quicena,93,,,
2020,22197,Robres,245,,,
2020,22199,Sabiñánigo,2020,161,,,
2020,22200,Sahún,331,,,
2020,22201,Salas,213,,,
2020,22202,Salas,282,,,
2020,22203,Salillas,514,,,
2020,22204,Sallent,9185,,,
2020,22205,San,303,,,
2020,22206,Sangarrén,306,,,
2020,22207,San,185,,,
2020,22208,Santa,91,,,
2020,22209,Santa,1477,,,
2020,22212,Santaliestra,547,,,
2020,22213,Sariñena,150,,,
2020,22214,Secastilla,780,,,
2020,22215,Seira,221,,,
2020,22217,Sena,243,,,
2020,22218,Senés,188,,,
2020,22220,Sesa,205,,,
2020,22221,Sesué,80,,,
2020,22222,Siétamo,4184,,,
2020,22223,Sopeira,140,,,
2020,22225,Tamarite,145,,,
2020,22226,Tardienta,501,,,
2020,22227,Tella,40,,,
2020,22228,Tierz,154,,,
2020,22229,Tolva,122,,,
2020,22230,Torla,689,,,
2020,22232,Torralba,91,,,
2020,22233,Torre,2020,859,,,
2020,22234,Torrente,3487,,,
2020,22235,Torres,948,,,
2020,22236,Torres,225,,,
2020,22239,Tramaced,781,,,
2020,22242,Valfarta,122,,,
2020,22243,Valle,298,,,
2020,22244,Valle,113,,,
2020,22245,Velilla,96,,,
2020,22246,Beranuy,1327,,,
2020,22247,Viacamp,82,,,
2020,22248,Vicién,251,,,
2020,22249,Villanova,98,,,
2020,22250,Villanúa,63,,,
2020,22251,Villanueva,40,,,
2020,22252,Yebra,817,,,
2020,22253,Yésero,51,,,
2020,22254,Zaidín,460,,,
2020,22901,Valle,390,,,
2020,22902,Puente,37,,,
2020,22903,San,110,,,
2020,22904,Sotonera,174,,,
2020,22905,Lupiñén,384,,,
2020,22906,Santa,451,,,
2020,22907,Aínsa,142,,,
2020,22908,Hoz,57,,,
2020,22909,Vencillón,1798,,,
