22020  Alfántega,2.0,1.0,6.0,1.0,3.0,1.0,1.0,0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,0,3.0,0,0,2.0,1.0,0,1.0,0,3.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,
22136  Lalueza,15.0,16.0,14.0,21.0,11.0,9.0,8.0,6.0,11.0,11.0,18.0,11.0,23.0,12.0,17.0,14.0,16.0,13.0,16.0,10.0,12.0,11.0,5.0,6.0,5.0,3.0,3.0,2.0,5.0,0,1.0,1.0,1.0,0,0,1.0,
22137  Lanaja,12.0,17.0,24.0,15.0,11.0,12.0,24.0,9.0,15.0,24.0,19.0,26.0,11.0,27.0,23.0,16.0,20.0,18.0,18.0,20.0,19.0,13.0,16.0,12.0,13.0,2.0,3.0,1.0,2.0,3.0,2.0,0,3.0,0,0,2.0,
22139  Laperdiguera,2.0,1.0,0,2.0,4.0,0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0,2.0,2.0,2.0,1.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,
22141  Lascellas-Ponzano,1.0,1.0,4.0,0,0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,0,3.0,1.0,2.0,3.0,1.0,1.0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,
22142  Lascuarre,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0,0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,0,0,0.0,1.0,0,1.0,3.0,2.0,1.0,0,0,1.0,0,0,0,0,0,0,0,
22143  Laspaúles,6.0,3.0,5.0,2.0,5.0,3.0,2.0,4.0,3.0,5.0,8.0,5.0,5.0,5.0,0,3.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,0,1.0,0,0,1.0,0,0,0,0,0,
22144  Laspuña,4.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,6.0,3.0,7.0,3.0,5.0,6.0,5.0,3.0,3.0,3.0,1.0,3.0,0,0,1.0,0,0,0,1.0,0,0,1.0,0,0,
22149  Loarre,9.0,7.0,5.0,4.0,9.0,3.0,7.0,5.0,4.0,5.0,7.0,2.0,5.0,4.0,8.0,4.0,6.0,5.0,1.0,7.0,4.0,4.0,3.0,1.0,2.0,9.0,1.0,0,0,0,0,0,1.0,0,0,1.0,
22150  Loporzano,8.0,11.0,12.0,10.0,7.0,2.0,6.0,4.0,4.0,6.0,8.0,6.0,3.0,2.0,6.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,0,0,0,1.0,0,0,0,0,0,
22151  Loscorrales,0,0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0,4.0,0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,
22155  Monesma y Cajigar,1.0,0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,
22156  Monflorite-Lascasas,1.0,1.0,2.0,1.0,1.0,1.0,0,0,1.0,4.0,0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,
22157  Montanuy,4.0,2.0,7.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,7.0,3.0,2.0,3.0,2.0,6.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,
22158  Monzón,155.0,165.0,152.0,132.0,118.0,116.0,128.0,106.0,134.0,151.0,139.0,165.0,128.0,148.0,149.0,142.0,117.0,119.0,106.0,89.0,90.0,84.0,65.0,65.0,47.0,44.0,39.0,22.0,17.0,17.0,10.0,5.0,6.0,3.0,1.0,1.0,
22160  Naval,4.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,0,2.0,1.0,0,0,1.0,2.0,0,1.0,0,0,
22162  Novales,3.0,2.0,0,1.0,2.0,2.0,1.0,0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,0,1.0,3.0,0,3.0,3.0,1.0,1.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,
22163  Nueno,6.0,5.0,3.0,6.0,7.0,4.0,2.0,2.0,5.0,5.0,0,4.0,3.0,4.0,0,4.0,3.0,0,3.0,5.0,3.0,1.0,0,3.0,4.0,2.0,1.0,1.0,0,0,0,0,0,2.0,0,0,
22164  Olvena,0,2.0,0,1.0,0,0,0,1.0,0,0,2.0,0,1.0,0,0,1.0,2.0,3.0,1.0,0,0,2.0,2.0,1.0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,
22165  Ontiñena,7.0,5.0,8.0,7.0,5.0,6.0,9.0,2.0,4.0,11.0,7.0,6.0,3.0,12.0,6.0,10.0,10.0,6.0,12.0,7.0,8.0,3.0,9.0,4.0,3.0,5.0,2.0,5.0,0,0,1.0,0,0,0,0,0,
22167  Osso de Cinca,7.0,5.0,3.0,15.0,10.0,6.0,8.0,7.0,5.0,5.0,11.0,9.0,9.0,9.0,8.0,8.0,12.0,7.0,6.0,3.0,3.0,7.0,4.0,3.0,3.0,1.0,3.0,1.0,0,0,1.0,0,0,0,0,0,
22168  Palo,0,0,0,2.0,0,0,0,1.0,0,1.0,0,0,0,0,0,1.0,2.0,2.0,0,0,0,1.0,0,2.0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,
22170  Panticosa,7.0,4.0,5.0,7.0,2.0,4.0,8.0,6.0,8.0,4.0,10.0,4.0,7.0,6.0,8.0,6.0,5.0,2.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,0,1.0,0,0,0,0,0.0,0,0,1.0,
22172  Peñalba,9.0,6.0,4.0,11.0,9.0,6.0,9.0,4.0,12.0,13.0,8.0,11.0,10.0,7.0,5.0,11.0,7.0,11.0,8.0,7.0,7.0,5.0,6.0,4.0,3.0,2.0,3.0,0,0,1.0,2.0,0,1.0,0,0,2.0,
22173  Peñas de Riglos Las,6.0,2.0,2.0,8.0,2.0,5.0,0,0,3.0,1.0,3.0,0,5.0,2.0,3.0,7.0,2.0,7.0,5.0,4.0,7.0,3.0,3.0,3.0,4.0,2.0,1.0,0,0,1.0,0,0,1.0,0,0,1.0,
22174  Peralta de Alcofea,10.0,10.0,15.0,7.0,5.0,1.0,5.0,1.0,8.0,7.0,11.0,12.0,11.0,7.0,12.0,4.0,13.0,6.0,8.0,5.0,6.0,3.0,7.0,2.0,3.0,3.0,8.0,4.0,1.0,2.0,0,2.0,0,0,0,0,
22175  Peralta de Calasanz,4.0,4.0,1.0,2.0,3.0,2.0,7.0,3.0,2.0,3.0,5.0,6.0,5.0,3.0,10.0,4.0,5.0,3.0,2.0,7.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,0,0,0,0,0,0,0,1.0,
22176  Peraltilla,3.0,3.0,1.0,2.0,2.0,0,0,2.0,0,3.0,3.0,4.0,0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,0,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,
22177  Perarrúa,1.0,0,3.0,1.0,3.0,1.0,0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,0,1.0,1.0,0,1.0,0,1.0,2.0,1.0,0,0,0,1.0,0,0,0,0,0,
22178  Pertusa,4.0,3.0,1.0,1.0,1.0,0,1.0,1.0,1.0,3.0,1.0,0,2.0,1.0,1.0,2.0,1.0,0,0,1.0,1.0,0,1.0,1.0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,
22181  Piracés,2.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,
22182  Plan,3.0,6.0,3.0,6.0,6.0,1.0,1.0,1.0,3.0,4.0,6.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,0,2.0,2.0,1.0,1.0,0,0,0,1.0,1.0,0,1.0,
22184  Poleñino,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,6.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,2.0,0,0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,0,1.0,0,0,0,1.0,1.0,
22186  Pozán de Vero,4.0,0,3.0,2.0,2.0,1.0,4.0,7.0,1.0,5.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,0,1.0,0,0,0,0,0,
22187  Puebla de Castro La,5.0,4.0,7.0,1.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,6.0,4.0,8.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,0,1.0,0,2.0,0,0,0,0,
22188  Puente de Montañana,2.0,0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,8.0,1.0,1.0,0,1.0,0,1.0,1.0,0,2.0,1.0,0,0,0,1.0,0,0,0,0,1.0,0,
22189  Puértolas,7.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,5.0,2.0,3.0,1.0,0,1.0,2.0,0,2.0,1.0,2.0,1.0,1.0,2.0,0,0,0,0,0,1.0,0,1.0,0,0,0,
22190  Pueyo de Araguás El,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,0,0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,0,0,0,
22193  Pueyo de Santa Cruz,4.0,4.0,3.0,7.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,7.0,6.0,6.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,0,2.0,0,2.0,0,2.0,0,1.0,0,0,
22195  Quicena,4.0,4.0,3.0,1.0,1.0,0,2.0,0,0,3.0,2.0,0,6.0,2.0,2.0,3.0,1.0,0,4.0,2.0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,
22197  Robres,9.0,5.0,5.0,7.0,7.0,8.0,8.0,3.0,10.0,9.0,11.0,5.0,8.0,9.0,9.0,9.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,6.0,3.0,3.0,4.0,1.0,2.0,0,0,0,0,0,0,0,
22199  Sabiñánigo,79.0,87.0,87.0,80.0,73.0,70.0,80.0,64.0,64.0,95.0,88.0,89.0,95.0,117.0,103.0,106.0,89.0,93.0,67.0,61.0,63.0,54.0,40.0,37.0,22.0,33.0,14.0,8.0,8.0,3.0,6.0,1.0,4.0,1.0,1.0,2.0,
22200  Sahún,4.0,7.0,4.0,3.0,2.0,3.0,0,2.0,1.0,0,9.0,4.0,6.0,4.0,0,2.0,2.0,2.0,5.0,2.0,0,0,2.0,0,0,3.0,4.0,1.0,0,0,0,0,0,1.0,0,0,
22201  Salas Altas,9.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,9.0,4.0,10.0,5.0,3.0,5.0,5.0,4.0,5.0,9.0,4.0,4.0,4.0,5.0,4.0,4.0,0,3.0,1.0,0,2.0,2.0,1.0,1.0,1.0,0,4.0,
22202  Salas Bajas,2.0,1.0,2.0,1.0,0,0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,0,3.0,3.0,1.0,7.0,1.0,1.0,2.0,4.0,0,2.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,
22203  Salillas,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0,3.0,5.0,1.0,1.0,1.0,0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,
22204  Sallent de Gállego,16.0,15.0,18.0,12.0,15.0,6.0,9.0,5.0,6.0,7.0,3.0,9.0,8.0,6.0,4.0,9.0,7.0,7.0,8.0,6.0,6.0,4.0,2.0,3.0,3.0,1.0,2.0,0,0,1.0,1.0,1.0,0,0,0,0,
22205  San Esteban de Litera,10.0,13.0,4.0,11.0,13.0,4.0,5.0,11.0,4.0,12.0,9.0,14.0,8.0,9.0,6.0,3.0,5.0,9.0,6.0,5.0,3.0,4.0,5.0,7.0,3.0,1.0,3.0,0,0,1.0,1.0,1.0,0,0,0,0,
22206  Sangarrén,5.0,4.0,5.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,7.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0,2.0,1.0,0,0,0,0,0,1.0,0,0,0,
22207  San Juan de Plan,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,0,1.0,2.0,0,1.0,0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,
22208  Santa Cilia,1.0,4.0,1.0,1.0,2.0,1.0,2.0,0,1.0,0,10.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0,0,1.0,0,1.0,1.0,0,0,0,1.0,0,0,
22209  Santa Cruz de la Serós,4.0,1.0,1.0,4.0,2.0,0,0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,
22212  Santaliestra y San Quílez,4.0,2.0,2.0,0,1.0,1.0,2.0,0,0,1.0,2.0,1.0,1.0,0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,
22213  Sariñena,43.0,42.0,53.0,25.0,30.0,30.0,34.0,23.0,35.0,39.0,36.0,40.0,32.0,52.0,47.0,34.0,39.0,41.0,37.0,31.0,28.0,26.0,23.0,12.0,13.0,15.0,11.0,5.0,7.0,7.0,1.0,0,2.0,1.0,3.0,0,
22214  Secastilla,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0,2.0,1.0,2.0,2.0,6.0,0,2.0,3.0,0,1.0,0,0,4.0,0,3.0,1.0,0,2.0,0,0,0,1.0,0,0,0,0,0,0,
22215  Seira,2.0,3.0,2.0,4.0,1.0,1.0,3.0,0,2.0,1.0,1.0,1.0,1.0,2.0,0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0,1.0,0,0,1.0,3.0,0,0,0,1.0,1.0,0,0,0,
22217  Sena,7.0,11.0,9.0,11.0,3.0,7.0,3.0,3.0,3.0,10.0,7.0,6.0,6.0,8.0,1.0,3.0,5.0,6.0,7.0,3.0,6.0,3.0,11.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0,2.0,0,0,0,0,
22218  Senés de Alcubierre,2.0,2.0,0,1.0,3.0,1.0,0,0,0,0,1.0,2.0,1.0,0,1.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22220  Sesa,2.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,5.0,5.0,6.0,4.0,5.0,6.0,3.0,5.0,2.0,7.0,1.0,2.0,1.0,0,0,4.0,0,0,0,2.0,2.0,0,0,0,0,0,1.0,0,
22221  Sesué,1.0,1.0,3.0,0,1.0,0,1.0,0,0,2.0,2.0,0,0,3.0,1.0,0,1.0,0,1.0,0,1.0,0,0,3.0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,
22222  Siétamo,5.0,7.0,5.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,5.0,4.0,7.0,4.0,7.0,4.0,7.0,4.0,2.0,2.0,3.0,5.0,2.0,0,2.0,0,0,1.0,0,0,1.0,0,0,0,
22223  Sopeira,1.0,1.0,6.0,1.0,0,0,1.0,1.0,0,0,2.0,1.0,0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,0,1.0,0,0,2.0,0,0,0,1.0,0,0,0,0,0,
22225  Tamarite de Litera,37.0,42.0,44.0,44.0,38.0,34.0,30.0,21.0,33.0,53.0,44.0,36.0,54.0,40.0,35.0,40.0,41.0,33.0,31.0,39.0,30.0,26.0,25.0,25.0,15.0,13.0,20.0,3.0,6.0,1.0,7.0,8.0,5.0,3.0,1.0,2.0,
22226  Tardienta,13.0,13.0,17.0,11.0,12.0,13.0,10.0,8.0,14.0,14.0,16.0,15.0,17.0,21.0,13.0,11.0,13.0,10.0,6.0,13.0,7.0,8.0,5.0,8.0,3.0,2.0,2.0,3.0,0,3.0,1.0,1.0,1.0,0,1.0,0,
22227  Tella-Sin,4.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,0,3.0,5.0,6.0,6.0,3.0,5.0,4.0,3.0,7.0,5.0,3.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,0,2.0,1.0,0,0,0,0,
22228  Tierz,4.0,2.0,3.0,6.0,2.0,0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,
22229  Tolva,4.0,3.0,0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,0,2.0,0,0,2.0,0,0,0,1.0,0,0,1.0,0,0,0,0,
22230  Torla,3.0,9.0,3.0,7.0,2.0,1.0,4.0,0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,7.0,4.0,2.0,5.0,3.0,2.0,2.0,0,5.0,1.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,
22232  Torralba de Aragón,1.0,1.0,0,1.0,0,3.0,2.0,3.0,2.0,0,2.0,1.0,3.0,1.0,0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0,0,0,0,0,1.0,0,0,0,0,0,
22233  Torre la Ribera,2.0,1.0,0,1.0,1.0,3.0,2.0,1.0,0,0,0,2.0,1.0,0,3.0,1.0,3.0,1.0,1.0,0,2.0,4.0,0,1.0,3.0,0,0,0,0.0,0,0,0,0,0,0,0,
22234  Torrente de Cinca,15.0,14.0,10.0,15.0,9.0,19.0,10.0,6.0,10.0,15.0,17.0,10.0,16.0,11.0,11.0,12.0,15.0,9.0,9.0,9.0,7.0,11.0,9.0,7.0,4.0,3.0,2.0,4.0,3.0,0,1.0,0,0,0,0,0.0,
22235  Torres de Alcanadre,1.0,1.0,0,3.0,0,0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,
22236  Torres de Barbués,2.0,4.0,6.0,3.0,3.0,4.0,2.0,4.0,2.0,7.0,3.0,4.0,6.0,2.0,2.0,4.0,5.0,8.0,1.0,8.0,3.0,6.0,4.0,1.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,
22239  Tramaced,3.0,1.0,2.0,3.0,1.0,2.0,0,0,1.0,5.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22242  Valfarta,0,1.0,1.0,0.0,1.0,1.0,0,1.0,1.0,5.0,0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,
22243  Valle de Bardají,0,0,0,1.0,2.0,0,0,0,1.0,0,3.0,0,1.0,1.0,3.0,1.0,0,0,0.0,0,2.0,0,0,2.0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,1.0,
22244  Valle de Lierp,3.0,3.0,2.0,1.0,0,2.0,0,1.0,0,1.0,2.0,1.0,2.0,0,3.0,1.0,1.0,1.0,0,0,0,2.0,1.0,1.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,
22245  Velilla de Cinca,4.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,10.0,8.0,10.0,3.0,8.0,7.0,2.0,4.0,1.0,3.0,11.0,3.0,5.0,2.0,0,3.0,0,2.0,2.0,2.0,1.0,0,1.0,0,0,0,0,
22246  Beranuy,0,2.0,3.0,2.0,1.0,3.0,0,0,1.0,0,0,0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0,3.0,2.0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,
22247  Viacamp y Litera,0,0,0,0,0,1.0,0,1.0,0,0,0,0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22248  Vicién,2.0,3.0,3.0,1.0,0,2.0,1.0,0,0,0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0,1.0,1.0,1.0,2.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,
22249  Villanova,1.0,0,1.0,0,0,4.0,0,1.0,2.0,3.0,0,1.0,1.0,0,3.0,1.0,2.0,2.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,
22250  Villanúa,5.0,8.0,4.0,2.0,6.0,5.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,0,4.0,2.0,4.0,5.0,5.0,2.0,0,1.0,2.0,0,3.0,1.0,3.0,1.0,0,1.0,0,0,0,0,0,0,
22251  Villanueva de Sigena,1.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,6.0,5.0,3.0,11.0,1.0,3.0,8.0,4.0,9.0,4.0,3.0,5.0,3.0,5.0,5.0,2.0,1.0,4.0,0,1.0,3.0,1.0,0,0,0,0,0,0,
22252  Yebra de Basa,3.0,6.0,1.0,4.0,0,2.0,3.0,3.0,0,1.0,0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,0,0,0,
22253  Yésero,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0,1.0,1.0,2.0,0,1.0,2.0,2.0,0,0,0,1.0,2.0,0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,
22254  Zaidín,16.0,15.0,24.0,19.0,9.0,23.0,8.0,13.0,18.0,20.0,20.0,16.0,31.0,20.0,17.0,15.0,17.0,16.0,16.0,9.0,9.0,11.0,7.0,13.0,13.0,9.0,5.0,6.0,2.0,3.0,0,1.0,1.0,0,0,1.0,
22901  Valle de Hecho,10.0,16.0,15.0,14.0,8.0,11.0,8.0,9.0,14.0,11.0,13.0,15.0,19.0,10.0,14.0,14.0,8.0,10.0,8.0,9.0,3.0,5.0,10.0,6.0,5.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,0,1.0,1.0,0,
22902  Puente la Reina de Jaca,2.0,4.0,6.0,5.0,4.0,1.0,1.0,1.0,6.0,3.0,5.0,2.0,6.0,6.0,5.0,5.0,3.0,6.0,3.0,7.0,2.0,2.0,0,2.0,1.0,1.0,2.0,0,1.0,0,0,0,2.0,0,0,1.0,
22903  San Miguel del Cinca,15.0,12.0,7.0,11.0,13.0,3.0,11.0,5.0,10.0,11.0,8.0,13.0,7.0,6.0,11.0,10.0,10.0,13.0,11.0,10.0,7.0,7.0,10.0,4.0,5.0,1.0,1.0,0.0,1.0,2.0,0,0,2.0,0,0,0,
22904  Sotonera La,17.0,5.0,9.0,14.0,16.0,8.0,19.0,12.0,8.0,17.0,20.0,18.0,13.0,21.0,16.0,17.0,16.0,19.0,7.0,9.0,10.0,8.0,8.0,6.0,9.0,13.0,3.0,2.0,1.0,4.0,0,0,2.0,2.0,1.0,1.0,
22905  Lupiñén-Ortilla,6.0,7.0,5.0,4.0,2.0,1.0,5.0,1.0,6.0,6.0,2.0,4.0,1.0,3.0,2.0,6.0,3.0,2.0,5.0,6.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,
22906  Santa María de Dulcis,2.0,6.0,4.0,2.0,0,1.0,1.0,0,1.0,3.0,8.0,1.0,2.0,0,2.0,1.0,2.0,6.0,0,1.0,1.0,1.0,3.0,2.0,1.0,0,0,2.0,2.0,0,0,0,1.0,1.0,1.0,1.0,
22907  Aínsa-Sobrarbe,16.0,12.0,17.0,16.0,17.0,7.0,16.0,12.0,14.0,16.0,22.0,23.0,10.0,16.0,14.0,19.0,15.0,16.0,14.0,13.0,12.0,6.0,10.0,12.0,11.0,4.0,8.0,2.0,4.0,0,1.0,1.0,0,0,0,3.0,
