nombre,provincia,slug,codigoINE,poblacion1900,poblacion2024,poblacion2014,variacion1900,perdidaAbsoluta,perdidaPorcentual,varUltimosAnios,porcentajeMayores,porcentajeMenores,densidad
Argavieso,huesca,argavieso,22036,322,112,0,-65.21739130434783,210,65.21739130434783,0,33.9,14.3,0
Jabaloyas,teruel,jabaloyas,44127,934,63,0,-93.25481798715204,871,93.25481798715204,0,33.9,1.6,0
La Sotonera,huesca,la-sotonera,22904,3972,903,0,-77.26586102719033,3069,77.26586102719033,0,33.9,7.8,0
Luesia,zaragoza,luesia,50148,1573,331,0,-78.9574062301335,1242,78.9574062301335,0,33.9,6.5,0
Cortes de Aragón,teruel,cortes-de-aragon,44084,492,65,0,-86.78861788617887,427,86.78861788617887,0,33.8,6.2,0
Mozota,zaragoza,mozota,50180,378,130,0,-65.60846560846561,248,65.60846560846561,0,33.8,10.8,0
Palomar de Arroyos,teruel,palomar-de-arroyos,44176,612,160,0,-73.8562091503268,452,73.8562091503268,0,33.8,5.6,0
Villar de los Navarros,zaragoza,villar-de-los-navarros,50291,984,157,0,-84.04471544715447,827,84.04471544715447,0,33.8,8.9,0
Alberite de San Juan,zaragoza,alberite-de-san-juan,50010,267,84,0,-68.53932584269663,183,68.53932584269663,0,33.7,6,0
Alcubierre,huesca,alcubierre,22018,1530,400,0,-73.8562091503268,1130,73.8562091503268,0,33.7,10.3,0
Artieda,zaragoza,artieda,50035,269,86,0,-68.02973977695167,183,68.02973977695167,0,33.7,5.8,0
Peralejos,teruel,peralejos,44181,286,89,0,-68.88111888111888,197,68.88111888111888,0,33.7,13.5,0
Pozuelo de Aragón,zaragoza,pozuelo-de-aragon,50216,710,249,0,-64.92957746478874,461,64.92957746478874,0,33.7,6.4,0
Santa Cruz de Grío,zaragoza,santa-cruz-de-grio,50236,929,104,0,-88.80516684607105,825,88.80516684607105,0,33.7,5.8,0
Santa María de Dulcis,huesca,santa-maria-de-dulcis,22906,644,209,0,-67.54658385093167,435,67.54658385093167,0,33.7,7.7,0
Alfántega,huesca,alfantega,22021,2983,129,0,-95.67549446865571,2854,95.67549446865571,0,33.6,8.4,0
Erla,zaragoza,erla,50100,911,371,0,-59.27552140504939,540,59.27552140504939,0,33.6,11.3,0
Estada,huesca,estada,22102,524,214,0,-59.16030534351145,310,59.16030534351145,0,33.6,8.4,0
Ibdes,zaragoza,ibdes,50125,1251,372,0,-70.26378896882494,879,70.26378896882494,0,33.6,7.7,0
Villalengua,zaragoza,villalengua,50287,1384,289,0,-79.11849710982659,1095,79.11849710982659,0,33.6,7.6,0
Alcalá de Gurrea,huesca,alcala-de-gurrea,22014,638,272,0,-57.36677115987461,366,57.36677115987461,0,33.5,5.6,0
Muniesa,teruel,muniesa,44161,1860,572,0,-69.24731182795699,1288,69.24731182795699,0,33.5,12.4,0
Nogueruelas,teruel,nogueruelas,44165,1156,193,0,-83.3044982698962,963,83.3044982698962,0,33.5,13.9,0
Peralta de Calasanz,huesca,peralta-de-calasanz,22175,2404,215,0,-91.05657237936772,2189,91.05657237936772,0,33.5,8.8,0
Valjunquera,teruel,valjunquera,44247,1225,328,0,-73.22448979591837,897,73.22448979591837,0,33.5,10.4,0
Valdeltormo,teruel,valdeltormo,44245,699,305,0,-56.36623748211731,394,56.36623748211731,0,33.4,13.4,0
Gargallo,teruel,gargallo,44116,644,87,0,-86.49068322981367,557,86.49068322981367,0,33.3,5.7,0
Mezquita de Jarque,teruel,mezquita-de-jarque,44148,327,81,0,-75.22935779816514,246,75.22935779816514,0,33.3,11.1,0
Sopeira,huesca,sopeira,22223,889,84,0,-90.5511811023622,805,90.5511811023622,0,33.3,6,0
Vinaceite,teruel,vinaceite,44265,544,182,0,-66.54411764705883,362,66.54411764705883,0,33.3,6.1,0
Almuniente,huesca,almuniente,22023,512,444,0,-13.28125,68,13.28125,0,33.2,9.1,0
Calaceite,teruel,calaceite,44049,2579,960,0,-62.776269872043436,1619,62.776269872043436,0,33.2,12.3,0
Caldearenas,huesca,caldearenas,22072,1483,237,0,-84.01888064733647,1246,84.01888064733647,0,33.2,12.2,0
Luna,zaragoza,luna,50151,1761,675,0,-61.6695059625213,1086,61.6695059625213,0,33.2,7.4,0
Torrijo del Campo,teruel,torrijo-del-campo,44232,1308,502,0,-61.62079510703364,806,61.62079510703364,0,33.2,13.6,0
Ejulve,teruel,ejulve,44096,1291,169,0,-86.90937257939582,1122,86.90937257939582,0,33.1,8.1,0
Pertusa,huesca,pertusa,22178,705,136,0,-80.70921985815603,569,80.70921985815603,0,33.1,8.1,0
Robres,huesca,robres,22197,1064,531,0,-50.09398496240601,533,50.09398496240601,0,33.1,11.8,0
Cosuenda,zaragoza,cosuenda,50088,1304,329,0,-74.76993865030674,975,74.76993865030674,0,33,9.4,0
Loporzano,huesca,loporzano,22150,3139,557,0,-82.25549538069448,2582,82.25549538069448,0,33,6.8,0
Castillazuelo,huesca,castillazuelo,22088,757,166,0,-78.07133421400265,591,78.07133421400265,0,32.9,7.2,0
La Zaida,zaragoza,la-zaida,50296,446,428,0,-4.0358744394618835,18,4.0358744394618835,0,32.9,8.6,0
Lanaja,huesca,lanaja,22137,1839,1141,0,-37.95541054921153,698,37.95541054921153,0,32.9,8.2,0
Montanuy,huesca,montanuy,22157,1395,227,0,-83.72759856630825,1168,83.72759856630825,0,32.8,5.2,0
San Agustín,teruel,san-agustin,44206,1204,137,0,-88.62126245847176,1067,88.62126245847176,0,32.8,6.6,0
Orera,zaragoza,orera,50196,411,101,0,-75.4257907542579,310,75.4257907542579,0,32.7,4,0
Villafeliche,zaragoza,villafeliche,50284,1374,159,0,-88.42794759825327,1215,88.42794759825327,0,32.7,7.1,0
Cabañas de Ebro,zaragoza,cabanas-de-ebro,50064,493,481,0,-2.434077079107505,12,2.434077079107505,0,32.6,9.3,0
Samper de Calanda,teruel,samper-de-calanda,44205,2647,730,0,-72.4216093690971,1917,72.4216093690971,0,32.6,7.7,0
Sástago,zaragoza,sastago,50240,2987,1091,0,-63.47505858721125,1896,63.47505858721125,0,32.6,12.6,0
Foradada del Toscar,huesca,foradada-del-toscar,22111,665,169,0,-74.58646616541354,496,74.58646616541354,0,32.5,8.4,0
Aniñón,zaragoza,aninon,50029,1870,683,0,-63.475935828877006,1187,63.475935828877006,0,32.4,10,0
Fuentespalda,teruel,fuentespalda,44114,927,289,0,-68.82416396979504,638,68.82416396979504,0,32.4,7.5,0
Tosos,zaragoza,tosos,50264,841,175,0,-79.19143876337694,666,79.19143876337694,0,32.4,8,0
Aladrén,zaragoza,aladren,50007,353,62,0,-82.43626062322946,291,82.43626062322946,0,32.3,1.6,0
Lituénigo,zaragoza,lituenigo,50141,363,124,0,-65.84022038567493,239,65.84022038567493,0,32.3,10.5,0
Ojos Negros,teruel,ojos-negros,44169,1436,328,0,-77.15877437325905,1108,77.15877437325905,0,32.3,9.8,0
Tramacastilla,teruel,tramacastilla,44235,455,130,0,-71.42857142857143,325,71.42857142857143,0,32.3,7.9,0
Villahermosa del Campo,teruel,villahermosa-del-campo,44252,236,93,0,-60.59322033898306,143,60.59322033898306,0,32.3,8.6,0
Bailo,huesca,bailo,22044,1488,263,0,-82.3252688172043,1225,82.3252688172043,0,32.2,6.8,0
Boquiñeni,zaragoza,boquineni,50053,920,751,0,-18.369565217391305,169,18.369565217391305,0,32.2,9.2,0
Fuendetodos,zaragoza,fuendetodos,50114,540,145,0,-73.14814814814815,395,73.14814814814815,0,32.2,4.9,0
Salas Altas,huesca,salas-altas,22201,998,296,0,-70.34068136272545,702,70.34068136272545,0,32.2,11,0
Biota,zaragoza,biota,50051,1383,840,0,-39.26247288503254,543,39.26247288503254,0,32.1,7.5,0
Castel de Cabra,teruel,castel-de-cabra,44066,623,84,0,-86.51685393258427,539,86.51685393258427,0,32.1,9.5,0
Colungo,huesca,colungo,22090,702,132,0,-81.19658119658119,570,81.19658119658119,0,32.1,9.9,0
Ontiñena,huesca,ontinena,22165,1862,513,0,-72.44897959183673,1349,72.44897959183673,0,32.1,7.4,0
Puebla de Albortón,zaragoza,puebla-de-alborton,50218,631,136,0,-78.44690966719493,495,78.44690966719493,0,32.1,3.6,0
Sestrica,zaragoza,sestrica,50243,1298,340,0,-73.80585516178738,958,73.80585516178738,0,32.1,3.2,0
Torres de Barbués,huesca,torres-de-barbues,22236,202,270,0,33.663366336633665,-68,-33.663366336633665,0,31.9,8.1,0
Alcalá de Moncayo,zaragoza,alcala-de-moncayo,50014,370,153,0,-58.648648648648646,217,58.648648648648646,0,31.8,8.4,0
Burbáguena,teruel,burbaguena,44047,1350,352,0,-73.92592592592592,998,73.92592592592592,0,31.8,13.1,0
Candasnos,huesca,candasnos,22077,1063,422,0,-60.30103480714958,641,60.30103480714958,0,31.8,10.4,0
Fonz,huesca,fonz,22110,2006,893,0,-55.48354935194417,1113,55.48354935194417,0,31.7,9,0
Aragüés del Puerto,huesca,aragues-del-puerto,22032,546,114,0,-79.12087912087912,432,79.12087912087912,0,31.6,5.3,0
Layana,zaragoza,layana,50135,343,98,0,-71.42857142857143,245,71.42857142857143,0,31.6,6.1,0
Azara,huesca,azara,22041,513,164,0,-68.03118908382066,349,68.03118908382066,0,31.5,8.5,0
Gelsa,zaragoza,gelsa,50119,2096,986,0,-52.958015267175576,1110,52.958015267175576,0,31.5,10,0
Godojos,zaragoza,godojos,50120,432,54,0,-87.5,378,87.5,0,31.5,7.4,0
Malanquilla,zaragoza,malanquilla,50155,427,73,0,-82.90398126463701,354,82.90398126463701,0,31.5,2.7,0
Pozondón,teruel,pozondon,44189,539,54,0,-89.98144712430427,485,89.98144712430427,0,31.5,0,0
Torrevelilla,teruel,torrevelilla,44230,776,182,0,-76.5463917525773,594,76.5463917525773,0,31.5,13.8,0
Tramaced,huesca,tramaced,22239,111,106,0,-4.504504504504505,5,4.504504504504505,0,31.5,5.4,0
Chodes,zaragoza,chodes,50093,483,102,0,-78.88198757763976,381,78.88198757763976,0,31.4,6.9,0
Isábena,huesca,isabena,22129,1246,237,0,-80.97913322632424,1009,80.97913322632424,0,31.4,6.4,0
Remolinos,zaragoza,remolinos,50223,1019,1023,0,0.39254170755642787,-4,-0.39254170755642787,0,31.4,8.7,0
San Martín de la Virgen de Moncayo,zaragoza,san-martin-de-la-virgen-de-moncayo,50234,385,274,0,-28.83116883116883,111,28.83116883116883,0,31.4,12.4,0
La Cerollera,teruel,la-cerollera,44077,450,77,0,-82.88888888888889,373,82.88888888888889,0,31.2,3.9,0
Villafranca del Campo,teruel,villafranca-del-campo,44251,988,296,0,-70.04048582995951,692,70.04048582995951,0,31.2,8.5,0
Tierga,zaragoza,tierga,50254,682,177,0,-74.04692082111437,505,74.04692082111437,0,31.1,3.4,0
Fombuena,zaragoza,fombuena,50108,226,55,0,-75.66371681415929,171,75.66371681415929,0,30.9,0,0
Jasa,huesca,jasa,22131,467,94,0,-79.87152034261243,373,79.87152034261243,0,30.9,7.4,0
Morata de Jalón,zaragoza,morata-de-jalon,50175,2161,1082,0,-49.93058769088385,1079,49.93058769088385,0,30.9,8.7,0
Villarluengo,teruel,villarluengo,44260,2128,163,0,-92.34022556390977,1965,92.34022556390977,0,30.9,10.3,0
Alerre,huesca,alerre,22019,227,225,0,-0.881057268722467,2,0.881057268722467,0,30.7,13.8,0
Berbegal,huesca,berbegal,22055,1109,325,0,-70.69431920649234,784,70.69431920649234,0,30.7,6.7,0
Castelserás,teruel,castelseras,44068,2177,801,0,-63.20624712907671,1376,63.20624712907671,0,30.7,13.2,0
Celadas,teruel,celadas,44075,876,329,0,-62.44292237442922,547,62.44292237442922,0,30.7,4,0
Paniza,zaragoza,paniza,50200,1820,575,0,-68.4065934065934,1245,68.4065934065934,0,30.7,9.9,0
Plan,huesca,plan,22182,1124,279,0,-75.1779359430605,845,75.1779359430605,0,30.7,9.2,0
Singra,teruel,singra,44213,399,75,0,-81.203007518797,324,81.203007518797,0,30.7,1.3,0
Torrellas,zaragoza,torrellas,50261,860,231,0,-73.13953488372093,629,73.13953488372093,0,30.7,10,0
Velilla de Ebro,zaragoza,velilla-de-ebro,50278,1027,207,0,-79.8442064264849,820,79.8442064264849,0,30.7,10.7,0
Arén,huesca,aren,22035,2119,306,0,-85.5592260500236,1813,85.5592260500236,0,30.6,9.6,0
Belchite,zaragoza,belchite,50045,3333,1509,0,-54.725472547254725,1824,54.725472547254725,0,30.6,9.4,0
Borau,huesca,borau,22068,460,85,0,-81.52173913043478,375,81.52173913043478,0,30.6,5.9,0
Brea de Aragón,zaragoza,brea-de-aragon,50057,1467,1506,0,2.658486707566462,-39,-2.658486707566462,0,30.6,9.5,0
El Pobo,teruel,el-pobo,44185,497,98,0,-80.28169014084507,399,80.28169014084507,0,30.6,8.2,0
Villanueva de Huerva,zaragoza,villanueva-de-huerva,50290,922,376,0,-59.219088937093275,546,59.219088937093275,0,30.6,5.5,0
Baldellou,huesca,baldellou,22045,813,82,0,-89.9138991389914,731,89.9138991389914,0,30.5,2.4,0
Sena,huesca,sena,22217,1071,476,0,-55.55555555555556,595,55.55555555555556,0,30.5,13.1,0
Castelnou,teruel,castelnou,44067,680,99,0,-85.44117647058823,581,85.44117647058823,0,30.4,8.8,0
El Castellar,teruel,el-castellar,44070,489,56,0,-88.5480572597137,433,88.5480572597137,0,30.4,0,0
Frías de Albarracín,teruel,frias-de-albarracin,44109,665,112,0,-83.15789473684211,553,83.15789473684211,0,30.4,10.7,0
Libros,teruel,libros,44135,607,102,0,-83.19604612850083,505,83.19604612850083,0,30.4,3.9,0
Mas de las Matas,teruel,mas-de-las-matas,44145,1981,1225,0,-38.16254416961131,756,38.16254416961131,0,30.4,10.9,0
Aliaga,teruel,aliaga,44017,1754,345,0,-80.33067274800456,1409,80.33067274800456,0,30.3,9.2,0
Castejón del Puente,huesca,castejon-del-puente,22082,621,334,0,-46.2157809983897,287,46.2157809983897,0,30.3,11.7,0
Blecua y Torres,huesca,blecua-y-torres,22064,769,172,0,-77.6332899869961,597,77.6332899869961,0,30.2,4.1,0
Valle de Hecho,huesca,valle-de-hecho,22901,2935,798,0,-72.81090289608177,2137,72.81090289608177,0,30.2,8,0
Piracés,huesca,piraces,22181,242,95,0,-60.74380165289256,147,60.74380165289256,0,30.1,9.7,0
Retascón,zaragoza,retascon,50224,180,73,0,-59.44444444444444,107,59.44444444444444,0,30.1,6.8,0
Trasmoz,zaragoza,trasmoz,50265,341,83,0,-75.65982404692082,258,75.65982404692082,0,30.1,10.8,0
Ayerbe,huesca,ayerbe,22039,2609,1066,0,-59.14143349942507,1543,59.14143349942507,0,30,10.6,0
Codos,zaragoza,codos,50086,1122,217,0,-80.65953654188948,905,80.65953654188948,0,30,11.7,0
Montalbán,teruel,montalban,44155,2020,1165,0,-42.32673267326732,855,42.32673267326732,0,30,10.8,0
Ballobar,huesca,ballobar,22046,2333,864,0,-62.9661380197171,1469,62.9661380197171,0,29.9,11.7,0
Gotor,zaragoza,gotor,50121,874,306,0,-64.98855835240275,568,64.98855835240275,0,29.9,6.1,0
Mirambel,teruel,mirambel,44149,835,107,0,-87.18562874251496,728,87.18562874251496,0,29.9,14,0
Angüés,huesca,angues,22027,1912,364,0,-80.9623430962343,1548,80.9623430962343,0,29.8,7.2,0
Azuara,zaragoza,azuara,50039,2388,537,0,-77.51256281407035,1851,77.51256281407035,0,29.8,6.1,0
Bañón,teruel,banon,44034,693,155,0,-77.63347763347764,538,77.63347763347764,0,29.7,9.7,0
Fréscano,zaragoza,frescano,50111,505,194,0,-61.584158415841586,311,61.584158415841586,0,29.7,8.7,0
Miedes de Aragón,zaragoza,miedes-de-aragon,50169,916,403,0,-56.00436681222707,513,56.00436681222707,0,29.7,8.2,0
Pozán de Vero,huesca,pozan-de-vero,22186,885,235,0,-73.44632768361582,650,73.44632768361582,0,29.7,16.1,0
Benabarre,huesca,benabarre,22053,2887,1137,0,-60.61655697956356,1750,60.61655697956356,0,29.6,13.2,0
Lucena de Jalón,zaragoza,lucena-de-jalon,50146,469,224,0,-52.23880597014925,245,52.23880597014925,0,29.6,12.4,0
Hoz de Jaca,huesca,hoz-de-jaca,22122,160,77,0,-51.87500000000001,83,51.87500000000001,0,29.5,1.3,0
La Fueva,huesca,la-fueva,22113,2691,597,0,-77.8149386845039,2094,77.8149386845039,0,29.5,12.8,0
Martín del Río,teruel,martin-del-rio,44144,729,370,0,-49.24554183813443,359,49.24554183813443,0,29.5,10.3,0
Yebra de Basa,huesca,yebra-de-basa,22252,867,160,0,-81.54555940023069,707,81.54555940023069,0,29.4,10.6,0
Ababuj,teruel,ababuj,44001,459,74,0,-83.87799564270153,385,83.87799564270153,0,29.3,8,0
Morata de Jiloca,zaragoza,morata-de-jiloca,50176,897,235,0,-73.8015607580825,662,73.8015607580825,0,29.3,6.8,0
Bordón,teruel,bordon,44044,586,113,0,-80.71672354948805,473,80.71672354948805,0,29.2,15,0
Capella,huesca,capella,22080,1008,351,0,-65.17857142857143,657,65.17857142857143,0,29.2,10.3,0
Chalamera,huesca,chalamera,22094,427,131,0,-69.3208430913349,296,69.3208430913349,0,29.2,10,0
Fabara,zaragoza,fabara,50102,2089,1047,0,-49.88032551460029,1042,49.88032551460029,0,29.2,11.2,0
La Ginebrosa,teruel,la-ginebrosa,44118,1116,196,0,-82.43727598566308,920,82.43727598566308,0,29.2,13.3,0
Pancrudo,teruel,pancrudo,44177,1000,113,0,-88.7,887,88.7,0,29.2,7.1,0
Sierra de Luna,zaragoza,sierra-de-luna,50244,651,259,0,-60.215053763440864,392,60.215053763440864,0,29.2,11.3,0
Albalatillo,huesca,albalatillo,22008,464,211,0,-54.525862068965516,253,54.525862068965516,0,29.1,8.5,0
Ateca,zaragoza,ateca,50038,3126,1732,0,-44.593730006397955,1394,44.593730006397955,0,29.1,8.7,0
El Frago,zaragoza,el-frago,50109,561,134,0,-76.11408199643493,427,76.11408199643493,0,29.1,11.9,0
Rueda de Jalón,zaragoza,rueda-de-jalon,50228,896,325,0,-63.72767857142857,571,63.72767857142857,0,29.1,12.9,0
Caminreal,teruel,caminreal,44056,1349,603,0,-55.3002223869533,746,55.3002223869533,0,29,13.3,0
Cosa,teruel,cosa,44085,385,62,0,-83.8961038961039,323,83.8961038961039,0,29,4.8,0
Cretas,teruel,cretas,44086,1562,570,0,-63.50832266325224,992,63.50832266325224,0,29,13.1,0
Ferreruela de Huerva,teruel,ferreruela-de-huerva,44101,262,78,0,-70.22900763358778,184,70.22900763358778,0,28.9,11.8,0
Vencillón,huesca,vencillon,22909,0,393,0,0,-393,0,0,28.9,9.2,0
Villarquemado,teruel,villarquemado,44261,872,870,0,-0.22935779816513763,2,0.22935779816513763,0,28.9,11.5,0
Castillonroy,huesca,castillonroy,22089,863,322,0,-62.6882966396292,541,62.6882966396292,0,28.8,10.3,0
Lascellas-Ponzano,huesca,lascellas-ponzano,22141,996,139,0,-86.04417670682732,857,86.04417670682732,0,28.8,8.6,0
Los Olmos,teruel,los-olmos,44173,600,117,0,-80.5,483,80.5,0,28.8,8.5,0
Seira,huesca,seira,22215,311,146,0,-53.054662379421224,165,53.054662379421224,0,28.8,8.2,0
Formiche Alto,teruel,formiche-alto,44103,1029,158,0,-84.64528668610302,871,84.64528668610302,0,28.7,10,0
La Fresneda,teruel,la-fresneda,44108,1799,459,0,-74.48582545858811,1340,74.48582545858811,0,28.7,10.5,0
Mainar,zaragoza,mainar,50154,471,171,0,-63.69426751592356,300,63.69426751592356,0,28.7,7.6,0
Mazaleón,teruel,mazaleon,44147,1403,481,0,-65.71632216678546,922,65.71632216678546,0,28.7,12.1,0
Torre la Ribera,huesca,torre-la-ribera,22233,362,100,0,-72.37569060773481,262,72.37569060773481,0,28.7,10.9,0
Torla-Ordesa,huesca,torla-ordesa,22230,988,335,0,-66.09311740890689,653,66.09311740890689,0,28.6,8.9,0
Magallón,zaragoza,magallon,50153,2822,1093,0,-61.268603827073,1729,61.268603827073,0,28.5,11.3,0
Mosqueruela,teruel,mosqueruela,44160,3103,544,0,-82.4685787947148,2559,82.4685787947148,0,28.5,14.4,0
Munébrega,zaragoza,munebrega,50183,1300,361,0,-72.23076923076923,939,72.23076923076923,0,28.5,6.8,0
Peraltilla,huesca,peraltilla,22176,439,215,0,-51.025056947608206,224,51.025056947608206,0,28.5,13.6,0
Sádaba,zaragoza,sadaba,50230,1812,1258,0,-30.573951434878587,554,30.573951434878587,0,28.5,8.4,0
Fuendejalón,zaragoza,fuendejalon,50113,1354,763,0,-43.64844903988183,591,43.64844903988183,0,28.4,10.2,0
Villadoz,zaragoza,villadoz,50283,266,81,0,-69.54887218045113,185,69.54887218045113,0,28.4,16,0
Fayón,zaragoza,fayon,50105,1306,430,0,-67.07503828483921,876,67.07503828483921,0,28.3,14,0
Santa Eulalia,teruel,santa-eulalia,44209,1164,1020,0,-12.371134020618557,144,12.371134020618557,0,28.3,10.6,0
Peñarroya de Tastavins,teruel,penarroya-de-tastavins,44179,1702,460,0,-72.97297297297297,1242,72.97297297297297,0,28.2,14.8,0
San Esteban de Litera,huesca,san-esteban-de-litera,22205,1532,641,0,-58.15926892950392,891,58.15926892950392,0,28.2,11.7,0
Ariza,zaragoza,ariza,50034,1578,1082,0,-31.432192648922687,496,31.432192648922687,0,28.1,12.8,0
San Miguel del Cinca,huesca,san-miguel-del-cinca,22903,1922,784,0,-59.20915712799167,1138,59.20915712799167,0,28.1,13.2,0
Tardienta,huesca,tardienta,22226,1531,937,0,-38.79817112998041,594,38.79817112998041,0,28.1,15.6,0
Alcalá de Ebro,zaragoza,alcala-de-ebro,50013,386,243,0,-37.04663212435233,143,37.04663212435233,0,28,8.6,0
Lumpiaque,zaragoza,lumpiaque,50150,1431,862,0,-39.76240391334731,569,39.76240391334731,0,28,13.2,0
Talamantes,zaragoza,talamantes,50250,471,82,0,-82.59023354564756,389,82.59023354564756,0,28,12.2,0
Estopiñán del Castillo,huesca,estopinan-del-castillo,22105,1486,136,0,-90.84791386271871,1350,90.84791386271871,0,27.9,11,0
Osso de Cinca,huesca,osso-de-cinca,22167,728,652,0,-10.43956043956044,76,10.43956043956044,0,27.9,8.5,0
Alcalá de la Selva,teruel,alcala-de-la-selva,44012,1648,378,0,-77.06310679611651,1270,77.06310679611651,0,27.8,9.3,0
Barbués,huesca,barbues,22049,218,90,0,-58.71559633027523,128,58.71559633027523,0,27.8,4.4,0
Beceite,teruel,beceite,44037,2252,562,0,-75.04440497335702,1690,75.04440497335702,0,27.8,10.5,0
Estadilla,huesca,estadilla,22103,1752,822,0,-53.082191780821915,930,53.082191780821915,0,27.8,12.2,0
Abiego,huesca,abiego,22001,1383,264,0,-80.91106290672451,1119,80.91106290672451,0,27.7,9.1,0
Noguera de Albarracín,teruel,noguera-de-albarracin,44163,489,130,0,-73.41513292433538,359,73.41513292433538,0,27.7,9.2,0
Puente la Reina de Jaca,huesca,puente-la-reina-de-jaca,22902,848,264,0,-68.86792452830188,584,68.86792452830188,0,27.7,9.1,0
Secastilla,huesca,secastilla,22214,850,149,0,-82.47058823529412,701,82.47058823529412,0,27.7,12.2,0
Pradilla de Ebro,zaragoza,pradilla-de-ebro,50217,688,546,0,-20.63953488372093,142,20.63953488372093,0,27.6,8.5,0
Alborge,zaragoza,alborge,50012,464,102,0,-78.01724137931035,362,78.01724137931035,0,27.5,7.8,0
Alobras,teruel,alobras,44019,546,69,0,-87.36263736263736,477,87.36263736263736,0,27.5,1.4,0
Bierge,huesca,bierge,22058,1581,243,0,-84.62998102466793,1338,84.62998102466793,0,27.5,8.8,0
Esplús,huesca,esplus,22099,549,664,0,20.9471766848816,-115,-20.9471766848816,0,27.5,11.5,0
Villanueva de Sigena,huesca,villanueva-de-sigena,22251,900,345,0,-61.66666666666667,555,61.66666666666667,0,27.5,8.7,0
Cabra de Mora,teruel,cabra-de-mora,44048,563,66,0,-88.27708703374778,497,88.27708703374778,0,27.3,3,0
Laspaúles,huesca,laspaules,22143,1065,251,0,-76.4319248826291,814,76.4319248826291,0,27.3,7.9,0
Naval,huesca,naval,22160,1550,273,0,-82.38709677419355,1277,82.38709677419355,0,27.2,12.1,0
Nonaspe,zaragoza,nonaspe,50189,1681,1012,0,-39.797739440809046,669,39.797739440809046,0,27.1,12.8,0
Royuela,teruel,royuela,44198,459,225,0,-50.98039215686274,234,50.98039215686274,0,27.1,8.9,0
Aguarón,zaragoza,aguaron,50004,2275,599,0,-73.67032967032966,1676,73.67032967032966,0,27,7.7,0
Ainzón,zaragoza,ainzon,50006,2061,1043,0,-49.39349830179525,1018,49.39349830179525,0,27,10,0
Cuevas de Almudén,teruel,cuevas-de-almuden,44093,243,115,0,-52.674897119341566,128,52.674897119341566,0,27,13.9,0
Herrera de los Navarros,zaragoza,herrera-de-los-navarros,50124,1873,504,0,-73.09129738387612,1369,73.09129738387612,0,27,9.1,0
Vicién,huesca,vicien,22248,374,137,0,-63.36898395721925,237,63.36898395721925,0,27,8,0
